content,score,at,bank,source
This app is very good Nice app people please use this app 😃☺️☺️,5,2024-04-19 22:24:54,Dashen,Google Play
Nice,5,2024-04-18 10:15:52,Dashen,Google Play
Wow amazing platform 🙏,5,2024-04-16 22:34:18,Dashen,Google Play
"I tried to log in twice and locked me out. I tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-11 19:45:42,Dashen,Google Play
Why dont update,5,2024-04-06 09:57:29,Dashen,Google Play
Good app,5,2024-04-05 15:56:17,Dashen,Google Play
Best,5,2024-04-01 12:46:41,Dashen,Google Play
Nice,4,2024-03-31 07:37:42,Dashen,Google Play
This app is so good and its an interesting,3,2024-03-29 01:18:49,Dashen,Google Play
The best easy banking app ever @ Ethiopia,5,2024-03-26 11:59:26,Dashen,Google Play
Amole lite wow its more easy for use and more secured. I really its one step a head,5,2024-03-25 09:01:01,Dashen,Google Play
Excellent and Easy to use.,5,2024-03-25 06:46:46,Dashen,Google Play
wow,5,2024-03-24 08:38:15,Dashen,Google Play
it's good app I'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23 08:40:19,Dashen,Google Play
Very nice,5,2024-03-22 10:42:15,Dashen,Google Play
It's good app,5,2024-03-22 09:29:40,Dashen,Google Play
Very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22 05:38:25,Dashen,Google Play
Nice,4,2024-03-22 04:11:27,Dashen,Google Play
I don't know why I have been stuck with other mobile banking systems when all I needed was amole... I loved it,5,2024-03-21 23:45:13,Dashen,Google Play
Special for me,5,2024-03-21 11:35:05,Dashen,Google Play
Baset app,5,2024-03-20 11:39:06,Dashen,Google Play
it is good App,4,2024-03-19 11:00:20,Dashen,Google Play
Nuuroo usmaan gaamilcom,5,2024-03-18 10:44:30,Dashen,Google Play
good,4,2024-03-17 22:54:58,Dashen,Google Play
Very good app,5,2024-03-17 12:18:34,Dashen,Google Play
Student,5,2024-03-17 09:31:49,Dashen,Google Play
Please apply!cardless cash out system🙏,2,2024-03-17 08:10:39,Dashen,Google Play
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17 03:22:54,Dashen,Google Play
The last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17 01:31:51,Dashen,Google Play
How to use application,5,2024-03-16 15:46:43,Dashen,Google Play
cooooolllllll,5,2024-03-16 14:00:05,Dashen,Google Play
I prefered you b/cs your service charge is very fair.,5,2024-03-16 12:28:16,Dashen,Google Play
Excellent App And Easy To Use Every where.,5,2024-03-16 09:47:03,Dashen,Google Play
ተመችቶናል,4,2024-03-16 07:31:52,Dashen,Google Play
The best app,5,2024-03-16 05:05:26,Dashen,Google Play
Well done Dashen Bank.,4,2024-03-16 02:49:50,Dashen,Google Play
Good,5,2024-03-13 01:53:23,Dashen,Google Play
"The UI/UX experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. Imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. Don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12 02:47:48,Dashen,Google Play
I m the one here in Dashen bank,5,2024-03-06 01:10:42,Dashen,Google Play
improve more,3,2024-03-04 09:40:41,Dashen,Google Play
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-03 22:47:23,Dashen,Google Play
I like this,3,2024-03-03 11:34:13,Dashen,Google Play
Longin fails repeatedly,3,2024-02-27 21:11:19,Dashen,Google Play
One of the best app I have ever seen it's simple to use,5,2024-02-26 03:42:01,Dashen,Google Play
Personal scored,5,2024-02-25 09:23:50,Dashen,Google Play
Nice app,5,2024-02-24 06:01:29,Dashen,Google Play
best app,5,2024-02-24 05:50:43,Dashen,Google Play
Best app,3,2024-02-24 02:44:50,Dashen,Google Play
Good,5,2024-02-24 01:40:36,Dashen,Google Play
Welcome,4,2024-02-22 08:01:37,Dashen,Google Play
Good,5,2024-02-20 15:36:31,Dashen,Google Play
Needs to be underrated. Bad service,1,2024-02-20 04:38:14,Dashen,Google Play
Easy to use,4,2024-02-15 07:30:12,Dashen,Google Play
Its nice,5,2024-02-12 08:32:23,Dashen,Google Play
Mudeme,5,2024-02-11 15:15:28,Dashen,Google Play
The upgraded Amole lite app is nice. I’ve loved it. But #USSD CANNOT BE ADJUSTED FOR NEW CUSTOMERS ESPECIALLY THOSE WHO DO NOT HAVE SMARTPHONES. YOU NEED TO IMPROVE THIS ONE,5,2024-02-11 07:05:21,Dashen,Google Play
Good,1,2024-02-11 00:28:47,Dashen,Google Play
Past,5,2024-02-10 08:06:57,Dashen,Google Play
Nice app,5,2024-02-10 06:48:51,Dashen,Google Play
It doesn't work,5,2024-02-09 02:05:29,Dashen,Google Play
Open,1,2024-02-08 16:30:54,Dashen,Google Play
Good app,1,2024-02-08 00:29:53,Dashen,Google Play
good,5,2024-02-07 20:20:37,Dashen,Google Play
Awesome,5,2024-02-06 09:05:05,Dashen,Google Play
receipt downloading is not avialable in this version,1,2024-02-04 23:42:51,Dashen,Google Play
Good 👍,5,2024-02-04 11:34:15,Dashen,Google Play
Not reliable!,1,2024-02-04 08:06:31,Dashen,Google Play
The last update doesn't work when you chose account to send money on lower Android version,1,2024-02-04 07:02:35,Dashen,Google Play
Nice app,1,2024-02-03 05:39:45,Dashen,Google Play
Exchange rate is not real,5,2024-02-03 03:17:33,Dashen,Google Play
Good,5,2024-02-03 00:01:27,Dashen,Google Play
Good Security,5,2024-02-02 21:06:22,Dashen,Google Play
"It's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02 05:47:52,Dashen,Google Play
Its good,5,2024-02-01 17:47:16,Dashen,Google Play
Happy day,4,2024-02-01 10:46:03,Dashen,Google Play
"Disabled taking screenshots so there's no way to share payment confirmation screenshot with people. When you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01 07:13:06,Dashen,Google Play
Too technical.,1,2024-02-01 03:51:58,Dashen,Google Play
Excellent,5,2024-02-01 02:45:56,Dashen,Google Play
🥰🥰🥰🥰,5,2024-02-01 02:44:48,Dashen,Google Play
Fast and secured,5,2024-02-01 02:19:27,Dashen,Google Play
Good,5,2024-02-01 00:11:13,Dashen,Google Play
Good but it need additional work it is slow in respond,3,2024-01-31 12:18:32,Dashen,Google Play
Nice app,5,2024-01-31 06:50:15,Dashen,Google Play
My best,5,2024-01-31 05:36:34,Dashen,Google Play
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31 01:21:55,Dashen,Google Play
Its nice please add reprint to get the receit,5,2024-01-31 00:47:52,Dashen,Google Play
Amole 100%,5,2024-01-30 21:57:30,Dashen,Google Play
I like it this app,4,2024-01-30 20:50:40,Dashen,Google Play
Best,5,2024-01-30 07:33:17,Dashen,Google Play
Smart and best always !,5,2024-01-30 05:59:05,Dashen,Google Play
Ok,1,2024-01-30 04:47:25,Dashen,Google Play
Dashed Bank A...,5,2024-01-29 11:44:18,Dashen,Google Play
Best app,5,2024-01-28 10:26:32,Dashen,Google Play
ያማችኋል አይሰራም,1,2024-01-22 05:13:33,Dashen,Google Play
since i started using this app its speed and reliability is great as well. it incorporates all technologies. I am very impressed with the modern work you are doing with little effort.,5,2024-01-21 21:57:20,Dashen,Google Play
"It doesn't work, it keeps saying ""there was a problem submitting your request. Please try again later"" how come banking app service down all the time. It is very irritating.",1,2024-01-17 07:07:51,Dashen,Google Play
Excellent quality Applications Dashen bank for ever,5,2024-01-15 03:45:25,Dashen,Google Play
Good,5,2024-01-13 07:42:24,Dashen,Google Play
Way,5,2024-01-13 04:51:50,Dashen,Google Play
This is the most ridiculous thing I have ever seen they are on maintenance everyother day,1,2023-12-31 08:16:49,Dashen,Google Play
Well improved!,4,2023-12-29 05:37:02,Dashen,Google Play
Keeps hanging ..,3,2023-12-24 03:29:37,Dashen,Google Play
It's exceptional,5,2023-12-24 00:52:26,Dashen,Google Play
Dashen Bank Amole Lite essy to use and the connection is fast.,5,2023-12-23 12:15:50,Dashen,Google Play
Ita fantastic,5,2023-12-23 03:37:05,Dashen,Google Play
It is best app,5,2023-12-19 03:46:17,Dashen,Google Play
Top,5,2023-12-18 11:21:36,Dashen,Google Play
Dashen Bank is App 🥰👌,5,2023-12-18 10:28:47,Dashen,Google Play
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18 01:19:56,Dashen,Google Play
I am very comfortable with the efficiency,5,2023-12-15 12:18:24,Dashen,Google Play
"I tried to use this app for long and failed to do so. Initially, I able to use it even though with difficulty (very slow, need of login and logout) now and then. Then i couldn't use it. I tried to reset with one of the Dashen branch bank but failed",1,2023-12-11 08:06:41,Dashen,Google Play
⭐️⭐️⭐️⭐️⭐️,5,2023-12-07 15:36:12,Dashen,Google Play
Too slow!,1,2023-12-05 05:10:00,Dashen,Google Play
a best tecnology appl.,5,2023-11-26 02:07:26,Dashen,Google Play
This app no working 1 star,1,2023-11-23 05:38:59,Dashen,Google Play
This app works so good. But i don't get it why it never show incoming fund transfer report? Have you notice this?,3,2023-11-22 23:51:26,Dashen,Google Play
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22 05:26:46,Dashen,Google Play
There is always room for improvement and an opportunity to adopt! keep improving and keep evolving. I would love to see external services provided by the Amole app to utilize and actively operate our banking account. Option to invest in ideas that could build Ethiopian creativity. Yosef ke Dallas,4,2023-11-21 23:35:49,Dashen,Google Play
"Even though I am a long-time Dashen Bank admirer, I find this app hard to use compared to other banks' mobile apps. It has a problem refreshing account balance, I needed to log out and login to see the updated account balance. Overall, user friendliness of the app needs a serious upgrade. I will improve my rating once problems are addressed.",1,2023-11-21 23:10:58,Dashen,Google Play
Best,5,2023-11-18 11:36:12,Dashen,Google Play
"very fast ,secure and simply to use i like amole",5,2023-11-15 05:41:34,Dashen,Google Play
Amazing,5,2023-11-12 22:00:44,Dashen,Google Play
The best of the best app,5,2023-11-12 06:50:33,Dashen,Google Play
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12 00:00:53,Dashen,Google Play
It is a reliable and safe application.,5,2023-11-11 09:30:13,Dashen,Google Play
Good,5,2023-11-11 07:08:39,Dashen,Google Play
"Best app, it saves traveling cost plus work time forgone. Simply bank in your home and hand 🙏",5,2023-11-11 05:40:06,Dashen,Google Play
It is compatible.,4,2023-11-11 00:46:59,Dashen,Google Play
It's very good app but always try to open requested update...,4,2023-11-10 22:06:27,Dashen,Google Play
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10 11:07:06,Dashen,Google Play
"It is too slow application than any one of Ethiopian mobile banking apps. Please make it fast, and its feature beautiful. I am a Dashen Bank Customer and user of this app. Thank you.",2,2023-11-10 07:45:51,Dashen,Google Play
Best,5,2023-11-09 02:51:57,Dashen,Google Play
Not working sometimes,3,2023-11-08 23:06:16,Dashen,Google Play
The best one of the internet banking apps I've come across in Ethiopia. Only thing I would like to see added is the ability to get a receipt after the payment has been payed or transferred. Since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08 04:21:28,Dashen,Google Play
nice app,4,2023-10-30 22:59:15,Dashen,Google Play
Excellent,5,2023-10-28 09:52:09,Dashen,Google Play
Best,5,2023-10-21 00:29:24,Dashen,Google Play
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17 09:15:17,Dashen,Google Play
Worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17 02:40:35,Dashen,Google Play
Best app I used it,1,2023-10-14 11:10:08,Dashen,Google Play
Faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13 06:23:21,Dashen,Google Play
Excllent,5,2023-10-07 02:55:27,Dashen,Google Play
This is nice adds that I like it.,5,2023-09-30 08:23:18,Dashen,Google Play
It is simple and fast.,5,2023-09-29 01:59:34,Dashen,Google Play
👏👏👏,4,2023-09-27 08:35:36,Dashen,Google Play
Vary good,2,2023-09-27 07:49:37,Dashen,Google Play
Amazing banking app.,5,2023-09-26 02:59:32,Dashen,Google Play
Great app,5,2023-09-25 00:00:52,Dashen,Google Play
Best app ever,5,2023-09-10 09:04:11,Dashen,Google Play
Ashabul,5,2023-09-10 05:32:44,Dashen,Google Play
Best easy and secure app thank you,5,2023-09-08 01:06:25,Dashen,Google Play
Best app Ever!,5,2023-09-03 05:38:12,Dashen,Google Play
"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02 12:18:05,Dashen,Google Play
"Aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. Like the receiver's name and account number. You've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02 08:07:32,Dashen,Google Play
Good app for use simple and easy,5,2023-09-01 03:00:32,Dashen,Google Play
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31 11:51:45,Dashen,Google Play
"Like your slogan, you are one step ahead.",5,2023-08-31 07:37:56,Dashen,Google Play
Good,5,2023-08-30 23:38:49,Dashen,Google Play
Loved,5,2023-08-30 03:01:32,Dashen,Google Play
Very good app and secured,5,2023-08-28 07:49:49,Dashen,Google Play
This app is so simple to use and secured. But while generating receipt or ደረሰኝ its required additional app XML viewer or PDF conversion app. Why? Can we view the receipt through jpg viewers?,4,2023-08-26 11:14:53,Dashen,Google Play
Not too bad,3,2023-08-19 13:47:59,Dashen,Google Play
Teribble need a lot of work to improve,1,2023-08-19 04:36:27,Dashen,Google Play
ok,5,2023-08-18 14:20:58,Dashen,Google Play
ምርጥየ,5,2023-08-18 12:57:18,Dashen,Google Play
Baheru ጭስ,2,2023-08-16 01:20:51,Dashen,Google Play
Wawu,5,2023-08-12 10:58:11,Dashen,Google Play
Thank Dashen bank,5,2023-08-12 05:00:34,Dashen,Google Play
good,1,2023-08-11 22:22:01,Dashen,Google Play
Good,4,2023-08-11 09:35:55,Dashen,Google Play
Simple and secured,5,2023-08-10 02:55:25,Dashen,Google Play
its nice and easg to use.Also its unique part is very fast,5,2023-08-10 00:30:46,Dashen,Google Play
It's just ewww the app overall,2,2023-08-09 18:54:43,Dashen,Google Play
Love it,5,2023-08-09 10:04:16,Dashen,Google Play
Good App.,5,2023-08-09 05:16:21,Dashen,Google Play
Good,5,2023-08-04 19:33:16,Dashen,Google Play
Its good,5,2023-08-04 14:44:00,Dashen,Google Play
Simplify.,5,2023-08-01 07:22:55,Dashen,Google Play
Amazing,5,2023-07-31 21:35:50,Dashen,Google Play
"Abel Balcha, and Abel Solomon, sad to say what is annoying is to read your comment about password. Your comments on password tell your limited knowledge about digital security. Both comments goes against strong security policies; It is meant to protect your assets. Don't be careless on it. Reconsider your review. In a way you are telling how secure this app is. I hope Dashen will respond to disqualify your review points. It is just not fair.",4,2023-07-30 08:35:45,Dashen,Google Play
good👍,4,2023-07-28 10:55:45,Dashen,Google Play
Best,5,2023-07-27 12:19:09,Dashen,Google Play
good app,5,2023-07-27 05:51:53,Dashen,Google Play
"I really enjoy this app because by doing anything it could remind me and saying you logged in with this app, if is not you contact this number.. So I like it",5,2023-07-23 01:11:52,Dashen,Google Play
Tell 6836,1,2023-07-22 10:21:21,Dashen,Google Play
"The login should be auto filled,",3,2023-07-20 10:26:50,Dashen,Google Play
Good,5,2023-07-20 08:31:21,Dashen,Google Play
የአንድ ጊዜ ምስጥር ቁጥር ቶሎ አይመጣም ብዙ ሰዓት ያስጠብቃል ማሻሻያ ይደረግ,2,2023-07-20 03:42:14,Dashen,Google Play
Good,5,2023-07-20 01:45:50,Dashen,Google Play
Good app,4,2023-07-18 08:58:26,Dashen,Google Play
Used balance check app,5,2023-07-14 11:05:50,Dashen,Google Play
Nice so perfect,5,2023-07-06 09:38:39,Dashen,Google Play
It is easy to use,5,2023-07-04 11:41:28,Dashen,Google Play
This appi is 👍Good,3,2023-06-09 09:28:32,Dashen,Google Play
ጥሩ ነው ግን chrom ላይ password save አድርጎ ያቆያል,5,2023-06-09 01:51:45,Dashen,Google Play
Thankz,3,2023-06-08 11:25:47,Dashen,Google Play
Why should change password it's not good if ur client forget password it can be exhausted for client,2,2023-06-08 11:03:48,Dashen,Google Play
OTP not send on time while processing any transactions by this app.,4,2023-06-07 02:47:09,Dashen,Google Play
Good app,5,2023-06-06 10:17:09,Dashen,Google Play
"It is simple to use, one annoying thing is, it demands you to change passward frequently and then, when we get confused which passward we used last time, it locks you out, if you put wrong passward and then tells to go to your bank, which may be miles away. Please make the frequency of passward change less frequent.",2,2023-06-06 00:37:25,Dashen,Google Play
good upp,1,2023-06-05 21:24:58,Dashen,Google Play
best,5,2023-06-05 06:50:35,Dashen,Google Play
Five star,5,2023-05-25 23:26:13,Dashen,Google Play
It's amazing app use it!,5,2023-05-21 07:32:08,Dashen,Google Play
"I really enjoy using the amole app simple and easy. I hope the developers add card management services like change your pin, disable card and so on other than that I enjoy using amole it's great 👍",5,2023-05-16 12:34:51,Dashen,Google Play
I can't update amole lite and when I try to use the old version it can't log on to my account.,3,2023-05-12 20:17:58,Dashen,Google Play
It's good and easy to user from any branch. I say Continue ahead,5,2023-05-10 03:31:26,Dashen,Google Play
Good app,5,2023-05-05 23:43:05,Dashen,Google Play
ፈጣን እና ምርጥ ባንክ ነው mobile banking ደሞ በታም ኣሪፍ አና ተሎ የሚደርስ ከሌላ bank የተለየ ነው ቀጥሉበት ፡፡ እናመሰግናለን,5,2023-05-04 23:16:18,Dashen,Google Play
Best,5,2023-05-03 14:37:20,Dashen,Google Play
Best app,5,2023-04-28 11:10:34,Dashen,Google Play
This app is not expected from a bank that says they are pioneer in adapting technology.its user interface is worst than other bank its not intuitive at all .it needs lots of work,3,2023-04-28 06:18:02,Dashen,Google Play
Good,5,2023-04-17 21:07:26,Dashen,Google Play
best,5,2023-04-13 06:44:31,Dashen,Google Play
Best Application,5,2023-04-08 10:48:52,Dashen,Google Play
Ok,5,2023-04-01 13:08:42,Dashen,Google Play
ለ ንግድ ስራ yamehon 6 war yamemalsew tenshe bedr eflgalhu,4,2023-03-29 00:33:19,Dashen,Google Play
